File,Variable ,Code value,Code description
MTBI,UCC,430120,Jewelry
MTBI,UCC,430120,Jewelry
MTBI,UCC,430130,Luggage
MTBI,UCC,430130,Luggage
OVB,MKMDLY,431,MG
OVB,MKMDLY,432,MG A
OVB,MKMDLY,433,MG B
OVB,MKMDLY,434,MG BGT
MIS,MISCCODE,435,"Combined food and beverages for catered affairs/arrangement of live entertainment for special occasions/rental of party supplies (130, 410, 420)"
MIS,MISCDE1,435,"Combined food and beverages for catered affairs/arrangement of live entertainment for special occasions/rental of party supplies (130, 410, 420)"
MIS,MISCDE2,435,"Combined food and beverages for catered affairs/arrangement of live entertainment for special occasions/rental of party supplies (130, 410, 420)"
MIS,MISCDE3,435,"Combined food and beverages for catered affairs/arrangement of live entertainment for special occasions/rental of party supplies (130, 410, 420)"
MIS,MISCDE4,435,"Combined food and beverages for catered affairs/arrangement of live entertainment for special occasions/rental of party supplies (130, 410, 420)"
MIS,MISCDE5,435,"Combined food and beverages for catered affairs/arrangement of live entertainment for special occasions/rental of party supplies (130, 410, 420)"
MIS,MISCDE6,435,"Combined food and beverages for catered affairs/arrangement of live entertainment for special occasions/rental of party supplies (130, 410, 420)"
MIS,MISCDE7,435,"Combined food and beverages for catered affairs/arrangement of live entertainment for special occasions/rental of party supplies (130, 410, 420)"
MIS,MISCDE8,435,"Combined food and beverages for catered affairs/arrangement of live entertainment for special occasions/rental of party supplies (130, 410, 420)"
MIS,MISCDE9,435,"Combined food and beverages for catered affairs/arrangement of live entertainment for special occasions/rental of party supplies (130, 410, 420)"
MIS,MISCCODE,435,"Combined food and beverages for catered affairs/live entertainment/rental of party supplies (130, 410, 420)"
MIS,MISCDE1,435,"Combined food and beverages for catered affairs/live entertainment/rental of party supplies (130, 410, 420)"
MIS,MISCDE2,435,"Combined food and beverages for catered affairs/live entertainment/rental of party supplies (130, 410, 420)"
MIS,MISCDE3,435,"Combined food and beverages for catered affairs/live entertainment/rental of party supplies (130, 410, 420)"
MIS,MISCDE4,435,"Combined food and beverages for catered affairs/live entertainment/rental of party supplies (130, 410, 420)"
MIS,MISCDE5,435,"Combined food and beverages for catered affairs/live entertainment/rental of party supplies (130, 410, 420)"
MIS,MISCDE6,435,"Combined food and beverages for catered affairs/live entertainment/rental of party supplies (130, 410, 420)"
MIS,MISCDE7,435,"Combined food and beverages for catered affairs/live entertainment/rental of party supplies (130, 410, 420)"
MIS,MISCDE8,435,"Combined food and beverages for catered affairs/live entertainment/rental of party supplies (130, 410, 420)"
MIS,MISCDE9,435,"Combined food and beverages for catered affairs/live entertainment/rental of party supplies (130, 410, 420)"
OVB,MKMDLY,435,MG C
OVB,MKMDLY,436,MG CGT
OVB,MKMDLY,437,MG MAGNETTE
OVB,MKMDLY,438,MG MARK II
OVB,MKMDLY,439,MG MIDGET
NTAX,SOI_ST,44,Texas
FMLI,STATE,44,Rhode Island
MEMI,EDUCA,44,Master's degree
APB,MINAPPLY,440,"Other sound and video equipment, including accessories"
APB,MNAPPL1,440,"Other sound and video equipment, including accessories"
APB,MNAPPL2,440,"Other sound and video equipment, including accessories"
APB,MNAPPL3,440,"Other sound and video equipment, including accessories"
APB,MNAPPL4,440,"Other sound and video equipment, including accessories"
APB,MNAPPL5,440,"Other sound and video equipment, including accessories"
APB,MNAPPL6,440,"Other sound and video equipment, including accessories"
APB,MNAPPL7,440,"Other sound and video equipment, including accessories"
APB,MNAPPL8,440,"Other sound and video equipment, including accessories"
APB,MNAPPL9,440,"Other sound and video equipment, including accessories"
MIS,MISCCODE,440,"Sewing materials for making slipcovers, curtains, etc. or for handiwork in the home, including yarn"
MIS,MISCDE1,440,"Sewing materials for making slipcovers, curtains, etc. or for handiwork in the home, including yarn"
MIS,MISCDE2,440,"Sewing materials for making slipcovers, curtains, etc. or for handiwork in the home, including yarn"
MIS,MISCDE3,440,"Sewing materials for making slipcovers, curtains, etc. or for handiwork in the home, including yarn"
MIS,MISCDE4,440,"Sewing materials for making slipcovers, curtains, etc. or for handiwork in the home, including yarn"
MIS,MISCDE5,440,"Sewing materials for making slipcovers, curtains, etc. or for handiwork in the home, including yarn"
MIS,MISCDE6,440,"Sewing materials for making slipcovers, curtains, etc. or for handiwork in the home, including yarn"
MIS,MISCDE7,440,"Sewing materials for making slipcovers, curtains, etc. or for handiwork in the home, including yarn"
MIS,MISCDE8,440,"Sewing materials for making slipcovers, curtains, etc. or for handiwork in the home, including yarn"
MIS,MISCDE9,440,"Sewing materials for making slipcovers, curtains, etc. or for handiwork in the home, including yarn"
CLC,SEWING1,440,Combined sewing materials
CLC,SEWING2,440,Combined sewing materials
CLC,SEWING3,440,Combined sewing materials
CLC,SEWING4,440,Combined sewing materials
CLC,SEWING5,440,Combined sewing materials
CLC,SEWING6,440,Combined sewing materials
CLC,SEWING7,440,Combined sewing materials
CLC,SEWING8,440,Combined sewing materials
CLC,SEWING9,440,Combined sewing materials
CLC,SEWINGY,440,Combined sewing materials (400-430)
OVB,MKMDLY,440,MG T
MTBI,UCC,440110,Shoe repair and other shoe service
MTBI,UCC,440110,Shoe repair and other shoe service
MTBI,UCC,440120,Coin-operated apparel laundry and dry cleaning
MTBI,UCC,440120,Coin-operated apparel laundry and dry cleaning
MTBI,UCC,440130,"Alteration, repair and tailoring of apparel and accessories"
MTBI,UCC,440130,"Alteration, repair and tailoring of apparel and accessories"
MTBI,UCC,440140,Clothing rental
MTBI,UCC,440140,Clothing rental
MTBI,UCC,440150,Watch and jewelry repair
MTBI,UCC,440150,Watch and jewelry repair
MTBI,UCC,440210,Apparel laundry and dry cleaning not coin-operated
MTBI,UCC,440210,Apparel laundry and dry cleaning not coin-operated
MTBI,UCC,440900,Clothing storage
MTBI,UCC,440900,Clothing storage
OVB,MKMDLY,441,MG TC
OVB,MKMDLY,442,NSU
OVB,MKMDLY,443,NSU PRINZ
OVB,MKMDLY,444,NSU SPIDER
MIS,MISCCODE,445,Sewing materials for making clothes
MIS,MISCDE1,445,Sewing materials for making clothes
MIS,MISCDE2,445,Sewing materials for making clothes
MIS,MISCDE3,445,Sewing materials for making clothes
MIS,MISCDE4,445,Sewing materials for making clothes
MIS,MISCDE5,445,Sewing materials for making clothes
MIS,MISCDE6,445,Sewing materials for making clothes
MIS,MISCDE7,445,Sewing materials for making clothes
MIS,MISCDE8,445,Sewing materials for making clothes
MIS,MISCDE9,445,Sewing materials for making clothes
OVB,MKMDLY,445,OLDSMOBILE
OVB,MKMDLY,446,OLDSMOBILE CUSTOM CRUISER
OVB,MKMDLY,447,OLDSMOBILE CUTLASS
OVB,MKMDLY,448,OLDSMOBILE DELTA
OVB,MKMDLY,449,OLDSMOBILE DYNAMIC
NTAX,SOI_ST,45,Utah
FMLI,STATE,45,South Carolina
MEMI,EDUCA,45,Professional school degree
UTC,UTLUNIT,45,gallons
CLD,CLOTHD1,450,"Repair, alteration and tailoring for clothing and accessories"
CLD,CLOTHD2,450,"Repair, alteration and tailoring for clothing and accessories"
CLD,CLOTHD3,450,"Repair, alteration and tailoring for clothing and accessories"
CLD,CLOTHD4,450,"Repair, alteration and tailoring for clothing and accessories"
CLD,CLOTHD5,450,"Repair, alteration and tailoring for clothing and accessories"
CLD,CLOTHD6,450,"Repair, alteration and tailoring for clothing and accessories"
CLD,CLOTHD7,450,"Repair, alteration and tailoring for clothing and accessories"
CLD,CLOTHD8,450,"Repair, alteration and tailoring for clothing and accessories"
CLD,CLOTHD9,450,"Repair, alteration and tailoring for clothing and accessories"
CLD,CLOTHYD,450,"Repair, alteration and tailoring for clothing and accessories"
MIS,MISCCODE,450,Sewing notions
MIS,MISCDE1,450,Sewing notions
MIS,MISCDE2,450,Sewing notions
MIS,MISCDE3,450,Sewing notions
MIS,MISCDE4,450,Sewing notions
MIS,MISCDE5,450,Sewing notions
MIS,MISCDE6,450,Sewing notions
MIS,MISCDE7,450,Sewing notions
MIS,MISCDE8,450,Sewing notions
MIS,MISCDE9,450,Sewing notions
APB,MINAPPLY,450,Pianos and Organs
APB,MNAPPL1,450,Pianos and Organs
APB,MNAPPL2,450,Pianos and Organs
APB,MNAPPL3,450,Pianos and Organs
APB,MNAPPL4,450,Pianos and Organs
APB,MNAPPL5,450,Pianos and Organs
APB,MNAPPL6,450,Pianos and Organs
APB,MNAPPL7,450,Pianos and Organs
APB,MNAPPL8,450,Pianos and Organs
APB,MNAPPL9,450,Pianos and Organs
OVB,MKMDLY,450,OLDSMOBILE F-85
MTBI,UCC,450110,New cars
MTBI,UCC,450110,New cars
MTBI,UCC,450116,Trade-in allowance for new cars
MTBI,UCC,450116,Trade-in allowance for new cars
MTBI,UCC,450210,New trucks
MTBI,UCC,450210,New trucks
MTBI,UCC,450216,Trade-in allowance for new trucks or vans
MTBI,UCC,450216,Trade-in allowance for new trucks or vans
MTBI,UCC,450220,New motorcycles
MTBI,UCC,450220,New motorcycles
MTBI,UCC,450226,"Trade-in allowance for new motorcycles, motor scooters, or mopeds"
MTBI,UCC,450226,"Trade-in allowance for new motorcycles, motor scooters, or mopeds"
MTBI,UCC,450310,Car lease payments
MTBI,UCC,450311,"Charges other than basic lease, such as insurance or maintenance (car lease)"
MTBI,UCC,450312,Trade-in allowance (car lease)
MTBI,UCC,450313,Cash downpayment (car lease)
MTBI,UCC,450314,Termination fee (car lease)
MTBI,UCC,450350,Car/truck lease payments
MTBI,UCC,450351,Extra fees for car/truck lease
MTBI,UCC,450352,Trade in allowance for car/truck lease
MTBI,UCC,450353,CASH DWNPYMNT FOR CAR/TRUCK LEASE
MTBI,UCC,450354,Termination fee for car/truck lease
MTBI,UCC,450410,Truck lease payments
MTBI,UCC,450411,"Charges other than basic lease, such as insurance or maintenance (truck/van lease)"
MTBI,UCC,450412,Trade-in allowance (truck/van lease)
MTBI,UCC,450413,Cash downpayment (truck lease)
MTBI,UCC,450414,Termination fee (truck lease)
OVB,MKMDLY,451,OLDSMOBILE JETSTAR
OVB,MKMDLY,452,OLDSMOBILE NINETY-EIGHT
OVB,MKMDLY,453,OLDSMOBILE OMEGA
OVB,MKMDLY,454,OLDSMOBILE ROYALE
MIS,MISCCODE,455,Other sewing materials
MIS,MISCDE1,455,Other sewing materials
MIS,MISCDE2,455,Other sewing materials
MIS,MISCDE3,455,Other sewing materials
MIS,MISCDE4,455,Other sewing materials
MIS,MISCDE5,455,Other sewing materials
MIS,MISCDE6,455,Other sewing materials
MIS,MISCDE7,455,Other sewing materials
MIS,MISCDE8,455,Other sewing materials
MIS,MISCDE9,455,Other sewing materials
OVB,MKMDLY,455,OLDSMOBILE STARFIRE
OVB,MKMDLY,456,OLDSMOBILE TORNADO
OVB,MKMDLY,457,OLDSMOBILE VISTA CRUISER
OVB,MKMDLY,458,OLDSMOBILE 442
OVB,MKMDLY,459,OPEL
NTAX,SOI_ST,46,Vermont
FMLI,STATE,46,South Dakota
MEMI,EDUCA,46,Doctorate degree
CLD,CLOTHD1,460,Shoe repair and other shoe services
CLD,CLOTHD2,460,Shoe repair and other shoe services
CLD,CLOTHD3,460,Shoe repair and other shoe services
CLD,CLOTHD4,460,Shoe repair and other shoe services
CLD,CLOTHD5,460,Shoe repair and other shoe services
CLD,CLOTHD6,460,Shoe repair and other shoe services
CLD,CLOTHD7,460,Shoe repair and other shoe services
CLD,CLOTHD8,460,Shoe repair and other shoe services
CLD,CLOTHD9,460,Shoe repair and other shoe services
CLD,CLOTHYD,460,Shoe repair and other shoe services
APB,MINAPPLY,460,"Musical instruments, supplies, and accessories"
MIS,MISCCODE,460,"Sewing, knitting, or quilting materials and items"
MIS,MISCDE1,460,"Sewing, knitting, or quilting materials and items"
MIS,MISCDE2,460,"Sewing, knitting, or quilting materials and items"
MIS,MISCDE3,460,"Sewing, knitting, or quilting materials and items"
MIS,MISCDE4,460,"Sewing, knitting, or quilting materials and items"
MIS,MISCDE5,460,"Sewing, knitting, or quilting materials and items"
MIS,MISCDE6,460,"Sewing, knitting, or quilting materials and items"
MIS,MISCDE7,460,"Sewing, knitting, or quilting materials and items"
MIS,MISCDE8,460,"Sewing, knitting, or quilting materials and items"
MIS,MISCDE9,460,"Sewing, knitting, or quilting materials and items"
APB,MNAPPL1,460,"Musical instruments, supplies, and accessories"
APB,MNAPPL2,460,"Musical instruments, supplies, and accessories"
APB,MNAPPL3,460,"Musical instruments, supplies, and accessories"
APB,MNAPPL4,460,"Musical instruments, supplies, and accessories"
APB,MNAPPL5,460,"Musical instruments, supplies, and accessories"
APB,MNAPPL6,460,"Musical instruments, supplies, and accessories"
APB,MNAPPL7,460,"Musical instruments, supplies, and accessories"
APB,MNAPPL8,460,"Musical instruments, supplies, and accessories"
APB,MNAPPL9,460,"Musical instruments, supplies, and accessories"
APB,MINAPPLY,460,Other Musical Instruments and Musical Accessories
APB,MNAPPL1,460,Other Musical Instruments and Musical Accessories
APB,MNAPPL2,460,Other Musical Instruments and Musical Accessories
APB,MNAPPL3,460,Other Musical Instruments and Musical Accessories
APB,MNAPPL4,460,Other Musical Instruments and Musical Accessories
APB,MNAPPL5,460,Other Musical Instruments and Musical Accessories
APB,MNAPPL6,460,Other Musical Instruments and Musical Accessories
APB,MNAPPL7,460,Other Musical Instruments and Musical Accessories
APB,MNAPPL8,460,Other Musical Instruments and Musical Accessories
APB,MNAPPL9,460,Other Musical Instruments and Musical Accessories
OVB,MKMDLY,460,OPEL ASCONA
MTBI,UCC,460110,Used cars
MTBI,UCC,460110,Used cars
MTBI,UCC,460116,Trade-in allowance for used cars
MTBI,UCC,460116,Trade-in allowance for used cars
MTBI,UCC,460901,Used trucks
MTBI,UCC,460901,Used trucks
MTBI,UCC,460902,Used motorcycles
MTBI,UCC,460902,Used motorcycles
MTBI,UCC,460907,Trade-in allowance for used trucks or vans
MTBI,UCC,460907,Trade-in allowance for used trucks or vans
MTBI,UCC,460908,"Trade-in allowance for used motorcycles, motor scooters, or mopeds"
MTBI,UCC,460908,"Trade-in allowance for used motorcycles, motor scooters, or mopeds"
MTBI,UCC,460908,"Trade-in allowance for used motorcycles, motor scooters, or mopeds"
MTBI,UCC,460908,"Trade-in allowance for used motorcycles, motor scooters, or mopeds"
OVB,MKMDLY,461,OPEL COMMODORE
OVB,MKMDLY,462,OPEL ISUZU
OVB,MKMDLY,463,OPEL KADETT
OVB,MKMDLY,464,OPEL MANTA
OVB,MKMDLY,465,OPEL REKORD
OVB,MKMDLY,466,PEUGEOT
OVB,MKMDLY,467,PEUGEOT 104
OVB,MKMDLY,468,PEUGEOT 204
OVB,MKMDLY,469,PEUGEOT 304
NTAX,SOI_ST,47,Virginia
FMLI,STATE,47,Tennessee
FMLI,STATE,47,Tennessee
CLD,CLOTHD1,470,Watch or jewelry repair
CLD,CLOTHD2,470,Watch or jewelry repair
CLD,CLOTHD3,470,Watch or jewelry repair
CLD,CLOTHD4,470,Watch or jewelry repair
CLD,CLOTHD5,470,Watch or jewelry repair
CLD,CLOTHD6,470,Watch or jewelry repair
CLD,CLOTHD7,470,Watch or jewelry repair
CLD,CLOTHD8,470,Watch or jewelry repair
CLD,CLOTHD9,470,Watch or jewelry repair
CLD,CLOTHYD,470,Watch or jewelry repair
APB,MINAPPLY,470,"General Sports Equipment (exclude athletic shoes for sports related use, such as football, baseball, soccer, or bowling)"
APB,MNAPPL1,470,"General Sports Equipment (exclude athletic shoes for sports related use, such as football, baseball, soccer, or bowling)"
APB,MNAPPL2,470,"General Sports Equipment (exclude athletic shoes for sports related use, such as football, baseball, soccer, or bowling)"
APB,MNAPPL3,470,"General Sports Equipment (exclude athletic shoes for sports related use, such as football, baseball, soccer, or bowling)"
APB,MNAPPL4,470,"General Sports Equipment (exclude athletic shoes for sports related use, such as football, baseball, soccer, or bowling)"
APB,MNAPPL5,470,"General Sports Equipment (exclude athletic shoes for sports related use, such as football, baseball, soccer, or bowling)"
APB,MNAPPL6,470,"General Sports Equipment (exclude athletic shoes for sports related use, such as football, baseball, soccer, or bowling)"
APB,MNAPPL7,470,"General Sports Equipment (exclude athletic shoes for sports related use, such as football, baseball, soccer, or bowling)"
APB,MNAPPL8,470,"General Sports Equipment (exclude athletic shoes for sports related use, such as football, baseball, soccer, or bowling)"
APB,MNAPPL9,470,"General Sports Equipment (exclude athletic shoes for sports related use, such as football, baseball, soccer, or bowling)"
APB,MINAPPLY,470,General Sports Equipment (include athletic shoes for sports related use)
APB,MNAPPL1,470,General Sports Equipment (include athletic shoes for sports related use)
APB,MNAPPL2,470,General Sports Equipment (include athletic shoes for sports related use)
APB,MNAPPL3,470,General Sports Equipment (include athletic shoes for sports related use)
APB,MNAPPL4,470,General Sports Equipment (include athletic shoes for sports related use)
APB,MNAPPL5,470,General Sports Equipment (include athletic shoes for sports related use)
APB,MNAPPL6,470,General Sports Equipment (include athletic shoes for sports related use)
APB,MNAPPL7,470,General Sports Equipment (include athletic shoes for sports related use)
APB,MNAPPL8,470,General Sports Equipment (include athletic shoes for sports related use)
APB,MNAPPL9,470,General Sports Equipment (include athletic shoes for sports related use)
OVB,MKMDLY,470,PEUGEOT 403
MTBI,UCC,470111,Gasoline
MTBI,UCC,470111,Gasoline
MTBI,UCC,470112,Diesel fuel
MTBI,UCC,470112,Diesel fuel
MTBI,UCC,470113,Gasoline on out-of-town trips
MTBI,UCC,470113,Gasoline on out-of-town trips
MTBI,UCC,470211,Motor oil
MTBI,UCC,470211,Motor oil
MTBI,UCC,470212,Motor oil on out-of-town trips
MTBI,UCC,470212,Motor oil on out-of-town trips
MTBI,UCC,470220,"Coolant, brake fluid, transmission fluid, and other additives"
MTBI,UCC,470220,"Coolant, brake fluid, transmission fluid, and other additives"
MTBI,UCC,470311,Electric vehicle charging
OVB,MKMDLY,471,PEUGEOT 404
OVB,MKMDLY,472,PEUGEOT 504
OVB,MKMDLY,473,PEUGEOT 604
OVB,MKMDLY,474,PLYMOUTH
OVB,MKMDLY,475,PLYMOUTH ARROW
OVB,MKMDLY,476,PLYMOUTH BARRACUDA
OVB,MKMDLY,477,PLYMOUTH BELVEDERE
OVB,MKMDLY,478,PLYMOUTH CRICKET
OVB,MKMDLY,479,PLYMOUTH DUSTER
NTAX,SOI_ST,48,Washington
FMLI,STATE,48,Texas
CLD,CLOTHD1,480,Clothing or accessory rental
CLD,CLOTHD2,480,Clothing or accessory rental
CLD,CLOTHD3,480,Clothing or accessory rental
CLD,CLOTHD4,480,Clothing or accessory rental
CLD,CLOTHD5,480,Clothing or accessory rental
CLD,CLOTHD6,480,Clothing or accessory rental
CLD,CLOTHD7,480,Clothing or accessory rental
CLD,CLOTHD8,480,Clothing or accessory rental
CLD,CLOTHD9,480,Clothing or accessory rental
CLD,CLOTHYD,480,Clothing or accessory rental
APB,MINAPPLY,480,Health and Exercise Equipment
APB,MNAPPL1,480,Health and Exercise Equipment
APB,MNAPPL2,480,Health and Exercise Equipment
APB,MNAPPL3,480,Health and Exercise Equipment
APB,MNAPPL4,480,Health and Exercise Equipment
APB,MNAPPL5,480,Health and Exercise Equipment
APB,MNAPPL6,480,Health and Exercise Equipment
APB,MNAPPL7,480,Health and Exercise Equipment
APB,MNAPPL8,480,Health and Exercise Equipment
APB,MNAPPL9,480,Health and Exercise Equipment
CLD,CLOTHD1,480,Clothing rental
CLD,CLOTHD2,480,Clothing rental
CLD,CLOTHD3,480,Clothing rental
CLD,CLOTHD4,480,Clothing rental
CLD,CLOTHD5,480,Clothing rental
CLD,CLOTHD6,480,Clothing rental
CLD,CLOTHD7,480,Clothing rental
CLD,CLOTHD8,480,Clothing rental
CLD,CLOTHD9,480,Clothing rental
CLD,CLOTHYD,480,Clothing rental
OVB,MKMDLY,480,PLYMOUTH FURY
MTBI,UCC,480110,"Tires - purchased, replaced, installed"
MTBI,UCC,480110,"Tires - purchased, replaced, installed"
MTBI,UCC,480211,PARTS/EQUIP/ACCESSORIES
MTBI,UCC,480211,PARTS/EQUIP/ACCESSORIES
MTBI,UCC,480211,PARTS/EQUIP/ACCESSORIES
MTBI,UCC,480212,Vehicle products and cleaning services
MTBI,UCC,480213,"Parts, equipment, and accessories"
MTBI,UCC,480214,Vehicle audio equipment
MTBI,UCC,480215,Vehicle video equipment
MTBI,UCC,480216,VEHICLE CLEAN SRVCS INCL CARWASH
OVB,MKMDLY,481,PLYMOUTH GTX
OVB,MKMDLY,482,PLYMOUTH HORIZON
OVB,MKMDLY,483,PLYMOUTH ROAD RUNNER
OVB,MKMDLY,484,PLYMOUTH SAPPORO
OVB,MKMDLY,485,PLYMOUTH SATELLITE
OVB,MKMDLY,486,PLYMOUTH SAVOY
OVB,MKMDLY,487,PLYMOUTH SCAMP
OVB,MKMDLY,488,PLYMOUTH SIGNET
OVB,MKMDLY,489,PLYMOUTH SUBURBAN
NTAX,SOI_ST,49,WestVirginia
FMLI,STATE,49,Utah
CLD,CLOTHD1,490,Clothing storage outside the home
CLD,CLOTHD2,490,Clothing storage outside the home
CLD,CLOTHD3,490,Clothing storage outside the home
CLD,CLOTHD4,490,Clothing storage outside the home
CLD,CLOTHD5,490,Clothing storage outside the home
CLD,CLOTHD6,490,Clothing storage outside the home
CLD,CLOTHD7,490,Clothing storage outside the home
CLD,CLOTHD8,490,Clothing storage outside the home
CLD,CLOTHD9,490,Clothing storage outside the home
CLD,CLOTHYD,490,Clothing storage outside the home
APB,MINAPPLY,490,Camping Equipment
APB,MNAPPL1,490,Camping Equipment
APB,MNAPPL2,490,Camping Equipment
APB,MNAPPL3,490,Camping Equipment
APB,MNAPPL4,490,Camping Equipment
APB,MNAPPL5,490,Camping Equipment
APB,MNAPPL6,490,Camping Equipment
APB,MNAPPL7,490,Camping Equipment
APB,MNAPPL8,490,Camping Equipment
APB,MNAPPL9,490,Camping Equipment
CLD,CLOTHD1,490,Clothing storage
CLD,CLOTHD2,490,Clothing storage
CLD,CLOTHD3,490,Clothing storage
CLD,CLOTHD4,490,Clothing storage
CLD,CLOTHD5,490,Clothing storage
CLD,CLOTHD6,490,Clothing storage
CLD,CLOTHD7,490,Clothing storage
CLD,CLOTHD8,490,Clothing storage
CLD,CLOTHD9,490,Clothing storage
CLD,CLOTHYD,490,Clothing storage
CRB,CRMCODE,490,Job Type Suppressed
OVB,MKMDLY,490,PLYMOUTH TRAILDUSTER
MTBI,UCC,490110,Body work and painting
MTBI,UCC,490110,Body work and painting
MTBI,UCC,490211,"Clutch, transmission repair"
MTBI,UCC,490211,"Clutch, transmission repair"
MTBI,UCC,490212,Drive shaft and rear-end repair
MTBI,UCC,490212,Drive shaft and rear-end repair
MTBI,UCC,490220,Brake work (old)
MTBI,UCC,490220,Brake work (old)
MTBI,UCC,490221,"Brake work, including adjustments"
MTBI,UCC,490231,Repair to steering or front-end
MTBI,UCC,490231,Repair to steering or front-end
MTBI,UCC,490232,Repair to engine cooling system
MTBI,UCC,490232,Repair to engine cooling system
MTBI,UCC,490300,Vehicle or engine repairs
MTBI,UCC,490311,Motor tune-up
MTBI,UCC,490311,Motor tune-up
MTBI,UCC,490312,"Lube, oil change, and oil filters"
MTBI,UCC,490312,"Lube, oil change, and oil filters"
MTBI,UCC,490313,"Front-end alignment, wheel balance and rotation"
MTBI,UCC,490313,"Front-end alignment, wheel balance"
MTBI,UCC,490314,Shock absorber replacement
MTBI,UCC,490314,Shock absorber replacement
MTBI,UCC,490315,Brake adjustment (old)
MTBI,UCC,490315,Brake adjustment (old)
MTBI,UCC,490317,MINOR REP/SVC OUT-OF-TOWN TRIP
MTBI,UCC,490317,Minor repairs and services out of town trips
MTBI,UCC,490318,Repair tires and other repair work
MTBI,UCC,490318,Repair tires and other repair work
MTBI,UCC,490319,Vehicle air conditioning repair
MTBI,UCC,490411,Exhaust system repair
MTBI,UCC,490411,Exhaust system repair
MTBI,UCC,490412,Electrical system repair
MTBI,UCC,490412,Electrical system repair
MTBI,UCC,490413,"Motor repair, replacement"
MTBI,UCC,490413,"Motor repair, replacement"
MTBI,UCC,490500,VEHICLE ACCESSORIES INCL. LABOR
MTBI,UCC,490501,Vehicle accessories including labor
MTBI,UCC,490502,Vehicle audio equipment including labor
MTBI,UCC,490900,Auto repair service policy
MTBI,UCC,490900,Auto repair service policy
OVB,MKMDLY,491,PLYMOUTH VALIANT
OVB,MKMDLY,492,PLYMOUTH VOLARE
OVB,MKMDLY,493,PLYMOUTH VOYAGER
OVB,MKMDLY,494,PONTIAC
OVB,MKMDLY,495,PONTIAC ASTRE
OVB,MKMDLY,496,PONTIAC BONNEVILLE
OVB,MKMDLY,497,PONTIAC CATALINA
CRB,CRMCODE,498,Job Type Suppressed
OVB,MKMDLY,498,PONTIAC EXECUTIVE
CRB,CRMCODE,499,Job Type Suppressed
CRB,CRMCODEA,499,Job Type Suppressed
CRB,CRMCODEB,499,Job Type Suppressed
OVB,MKMDLY,499,PONTIAC FIREBIRD
CLA,AGESEX1,5,Child under 2
CLA,AGESEX2,5,Child under 2
CLA,AGESEX3,5,Child under 2
CLA,AGESEX4,5,Child under 2
CLA,AGESEX5,5,Child under 2
MEMI,ASIAN,5,Vietnamese
UTA,BILPERD,5,Other
UTC,BLPERIOD,5,Other - specify
FMLI,CHILDAGE,5,All children age 12-17
FMLI,CNTRALAC,5,Central Air Conditioning
FMLI,CREDITB,5,"$10,000 - $34,999"
FMLI,CREDYRB,5,"$10,000 - $34,999"
CRB,CRMPTYPE,5,Property not owned or rented by CU
CRB,CRMTYPE,5,New construction
MEMI,CU_CODE,5,In-law
FMLI,CUTENURE,5,Occupied w/o payment of cash rent:
FMLI,DIVISION,5,South Atlantic
FMLI,EARNCOMP,5,Spouse only
EDA,EDSCHL_A,5,Vocational or technical school
MEMI,EDUCA,5,"Some college, but no degree"
FMLI,FAM_TYPE,5,All other Husband and wife families
OVB,FUELTYPE,5,FlexFuel
MEMI,HISPANIC,5,Cuban
FMLI,HORREF1,5,Cuban
FMLI,HORREF2,5,Cuban
FPAR,HOW_INTV,5,"Telephone for more than half of the sections, the rest by personal visit"
ITII,IMPNUM,5,Fifth
FMLI,INCLASS2,5,.6667 - .8333
FMLI,INCNONW1,5,Unable to find work
FMLI,INCNONW2,5,Unable to find work
MEMI,INCNONWK,5,Unable to find work
MEMI,INCOMEY,5,"Self-employed in own business, professional practice or farm"
FMLI,INCOMEY1,5,"Self-employed in own business, professional practice or farm"
FMLI,INCOMEY2,5,"Self-employed in own business, professional practice or farm"
FPAR,INFOBOOK,5,The respondent did not have access to the information booklet.
FMLI,IRAB,5,"$200,000 - $449,999"
FMLI,IRAYRB,5,"$200,000 - $449,999"
FMLI,LIQUDYRB,5,"$10,000 - $34,999"
FMLI,LIQUIDB,5,"$10,000 - $34,999"
MEMI,MARITAL,5,Never married
FMLI,MARITAL1,5,Never married
MEMI,MEMBRACE,5,Pacific Islander
OPI,MGOTHPPD,5,Twice a year
HHM,MILMAN,5,Tricare Other
FMLI,OTHASTB,5,"$200,000 - $449,999"
FMLI,OTHLNYRB,5,"$10,000 - $34,999"
FMLI,OTHLONB,5,"$10,000 - $34,999"
FMLI,OTHSTYRB,5,"$200,000 - $449,999"
MOR,PAYMORIN,5,Mortgage guarantee insurance
HEL,PAYMRING,5,Mortgage guarantee insurance
MEMI,PAYPERD,5,Year
LSD,PAYTIME,5,Semiannually
FMLI,POPSIZE,5,Less than 100 thousand
HHP,PORTPLAN,5,Catastrophic plan
FMLI,RACE2,5,Pacific Islander
MEMI,RC_PACIL,5,Pacific Islander
FMLI,REF_RACE,5,Pacific Islander
FMLI,REFGEN,5,Birth year of 1981 or later.  Sometimes referred to as the Millennials.
MEMI,RRRETIRB,5,"$1,300-$1,699"
MEMI,SCHLMLPD,5,"Other, specify"
HHP,SSTYPE,5,Other
FMLI,STDNTYRB,5,"$10,000 - $34,999"
FMLI,STOCKB,5,"$200,000 - $449,999"
FMLI,STOCKYRB,5,"$200,000 - $449,999"
